Domains,Industry,Class,Employees,Discover - Events,Discover - Overall Score,Discover - Event Count
gdit.com,Business Services,1,30000,,Excellent,0
walgreensbootsalliance.com,Holding Companies & Conglomerates,1,325000,,Excellent,0
matw.com,Holding Companies & Conglomerates,1,12000,,Booster activated,0
kohler.com,Manufacturing,1,30000,"Type: *** Discover Insider ***Event: Vice President IT Infrastructure Operations of Kohler, is interested in ESG: Nimble dHCI and  Data Protection Solution - whitepaper in United States.",Booster activated,0
adient.com,Manufacturing,1,75000,Type: *** Discover Insider ***Event: Manager Information Technology of Adient told us they were looking into 'Operational improvements within the next 3 - 6 months.,Booster activated,0
grifols.com,Manufacturing,1,27584,"Type: *** Discover Insider ***Event: IT Manager of Grifols told us they were looking into 'Organizational change (new manager, team, etc).",Good,0
valmont.com,Manufacturing,1,11364,"Type: *** Discover Insider ***Event: Director IT Application Development of Valmont told us they were looking into 'Organizational change (new manager, team, etc).",Booster activated,0
gartner.com,Media & Internet,1,19500,Type: *** Discover Insider ***Event: Sr Manager of Gartner told us they were looking into ' Change in environment and existing system not suitable.,Booster activated,0
ieee.org,Organizations,1,1000,,Good,0
libertymutual.com,Insurance,1,50000,"Type: *** Discover Insider ***Event: Information Security Manager Governance Compliance of Libertymutual, is interested in Conversational Geek: Azure Backup Best Practices - whitepaper in Singapore.",Good,0
kraftheinzcompany.com,Manufacturing,1,37000,"Type: *** Discover Insider ***Event: IT Manager Finance Growth of Kraftheinzcompany, is interested in 5   on AWS: Secure Backup Best Practices in Australia.Date: 01/11/2023Type: HiresEvent: Kraft Heinz hires Pedro Navio as executive vice president a president, North America.URL: https://www.fooddive.com/news/Kraft-Heinz-CEO-North-America-Carlos-Abrams-Rivera/698617/Date: 31/10/2023Type: PromotesEvent: Kraft Heinz will promote Pedro Navio to executive vice president and president of North America Zone on Jan 1st '24.URL: https://www.profoodworld.com/industry-news/news/22878296/kraft-heinz-to-have-new-evp-and-president-of-its-north-america-zoneDate: 30/10/2023Type: Invests IntoEvent: Adviser Investments, LLC invests into Kraft Heinz $2.33M.URL: https://slatersentinel.com/news/2023/10/31/adviser-investments-llc-invests-2-33-million-in-the-kraft-heinz-company-nasdaqkhc.htmlDate: 23/10/2023Type: Invests IntoEvent: Aspen Wealth Strategies, LLC invests into Kraft Heinz $883K.URL: https://slatersentinel.com/news/2023/10/24/aspen-wealth-strategies-llc-invests-883000-in-the-kraft-heinz-company-nasdaqkhc.htmlDate: 21/10/2023Type: Invests IntoEvent: Synergy Wealthgroup invests into Kraft Heinz.URL: https://www.etfdailynews.com/2023/10/22/synergy-asset-management-llc-makes-new-investment-in-the-kraft-heinz-company-nasdaqkhc/",Booster activated,5
vcu.edu,Education,1,11153,Date: 05/11/2023Type: launchesEvent: Virginia Commonwealth University launches BFA in Kinetic Imaging.URL: https://www.e-flux.com/announcements/559884/ba-bfa-and-mfa-programs/Date: 25/10/2023Type: LaunchesEvent: Virginia Commonwealth University launches Jewish Studies courses.URL: https://www.wric.com/news/local-news/richmond/this-is-unacceptable-vcu-professor-fighting-for-jewish-studies-courses-to-resume-after-three-semester-hiatus/Date: 23/10/2023Type: Invests IntoEvent: Weidmuller Group invests into Virginia Commonwealth University $125K.URL: https://richmond.com/news/local/education/weidmuller-group-gifts-vcu-engineering/article_8ec0f3ce-6f84-11ee-9fa1-37c92a8becb7.htmlDate: 18/10/2023Type: LaunchesEvent: Virginia Commonwealth University launched guaranteed admissions policy on Sep 18th '23.URL: https://academichelp.net/blog/higher-education-news/vcus-new-admissions-policy-faces-student-criticism.htmlDate: 16/10/2023Type: Receives AwardEvent: Virginia Commonwealth University receives award winner of its Career Spark Award.URL: https://news.vcu.edu/article/2023/10/vcu-wins-inaugural-career-spark-award-from-national-platform-handshake,Booster activated,5
ecommunity.com,Hospitals & Physicians Clinics,1,16456,,Good,0
wuxiapptec.com,Business Services,1,41000,,Good,0
7-eleven.com,Retail,1,40000,,Excellent,0
bathandbodyworks.com,Retail,1,56900,"Type: *** Discover Insider ***Event: EVP Chief Information Officer of Bathandbodyworks, is interested in 5-min demo: SaaS Data Protection in United States.",Good,0
iconplc.com,Manufacturing,1,41150,Type: *** Discover Insider ***Event: Head Of Project Management Information Technology of Iconplc told us they were looking into 'Operational improvements within the next 3 - 6 months.Date: 16/10/2023Type: Partners WithEvent: Saphetor SA partners with ICON plc.URL: https://news.varsome.com/en/saphetor-partners-with-icon-to-develop-innovative-data-centric-approach-to-precision-medicine-clinical-trial-strategies-to-help-support-unique-patientsDate: 19/09/2023Type: LaunchesEvent: ICON plc launched next generation Clinical Trial Tokenisation solution on Sep 20th '23.URL: https://www.wvnews.com/business/icon-releases-expanded-end-to-end-clinical-trial-tokenisation-solution/article_4173dfca-3204-5bd4-9f02-33e509cfa923.htmlDate: 13/09/2023Type: Partners WithEvent: Barda partners with ICON plc.URL: https://www.europeanhhm.com/news/barda-teams-up-with-icon-for-advancing-covid-19-vaccine-clinical-trialDate: 13/09/2023Type: Partners WithEvent: ICON plc partners with Medical Countermeasures.URL: https://beststocks.com/icon-plc-and-barda-collaborate-on-groundbreak/Date: 25/06/2023Type: LaunchesEvent: ICON plc launched latest release of Digital Platform on Jul 31st '23.URL: https://iconplc.com/news-events/press-releases/icon-releases-latest-version-of-its-digital-platform/,Excellent,5
washington.edu,Education,1,32056,,Booster activated,0
greystar.com,Real Estate,1,23000,"Type: *** Discover Insider ***Event: Sr Director Enterprise IT Infrastructure of Greystar told us they were looking into 'Compliance or regulatory (security, ransomware concerns).",Excellent,0
acuitybrands.com,Manufacturing,1,13200,,Booster activated,0
bbandt.com,Finance,1,1216,"Type: *** Discover Insider ***Event: IT Project Manager of Bbandt, is interested in 2021 Modern Backup Buyers' Guide in United States.",Good,0
trin.net,Manufacturing,1,9215,,Booster activated,0
cslbehring.com,Manufacturing,1,30000,"Type: *** Discover Insider ***Event: Director Information Security of Cslbehring told us they were looking into 'Organizational change (new manager, team, etc).",Booster activated,0
novonordisk.com,Manufacturing,1,54393,Type: *** Discover Insider ***Event: HR Project Manager of Novonordisk told us they were looking into 'Enable employees to get more HR information on demand.,Excellent,0
werner.com,Transportation,1,14300,,Booster activated,0
elara.com,Hospitals & Physicians Clinics,1,26000,,Excellent,0
yale.edu,Education,1,15652,"Type: *** Discover Insider ***Event: IT Application Manager of Yale, is interested in FlashStack Data Protection with  - whitepaper in United States.",Excellent,0
standardindustries.com,Holding Companies & Conglomerates,1,20000,,Booster activated,0
kone.com,Manufacturing,1,62962,Type: *** Discover Insider ***Event: HR Director of Kone told us they were looking into 'Deal with routine employee requests more efficiently.,Excellent,0
bv.com,Construction,1,9000,"Type: *** Discover Insider ***Event: Sr Director Head Of Global IT Operations of Bv, is interested in CIO.com white paper: Modern data management with NetApp and  paves path to digital transformation - whitepaper in United States.",Booster activated,0
fortinet.com,Software,1,13677,Type: *** Discover Insider ***Event: Manager of Fortinet told us they were looking into ' Hardware refresh.Date: 02/11/2023Type: Goes PublicEvent: Fortinet Inc. goes public.URL: https://www.crn.com/news/security/fortinet-stock-downgraded-after-weakest-firewall-results-since-ipoDate: 31/10/2023Type: Partners WithEvent: Fortinet Inc. partnered with National Australia Bank Ltd. on Nov 1st '23.URL: https://securitybrief.com.au/story/fortinet-nab-host-cyber-codefest-in-melbourne-to-bolster-cybersecurity-skillsDate: 31/10/2023Type: LaunchesEvent: Fortinet Inc. launched update to award-winning NSE Certification program on Oct 1st '23.URL: https://www.prweb.com/releases/fortinet-strengthens-strategic-partnership-with-women-in-cybersecurity-wicys-301974442.htmlDate: 31/10/2023Type: LaunchesEvent: Fortinet Inc. launched WiCyS-Fortinet Networking Fundamentals Bootcamp on Oct 1st '23.URL: https://www.prweb.com/releases/fortinet-strengthens-strategic-partnership-with-women-in-cybersecurity-wicys-301974442.htmlDate: 30/10/2023Type: Recognized AsEvent: Fortinet Inc. recognized as Sample Vendor in six zero-trust categories.URL: https://www.fortinet.com/blog/business-and-technology/fortinet-gartner-hype-cycle-for-zero-trust-networking,Excellent,5
zf.com,Manufacturing,1,157549,Type: *** Discover Insider ***Event: Director of Zf told us they were looking into ' Operational improvements.Date: 18/10/2023Type: Is DevelopingEvent: ZF is developing innovations for silicon carbide systems on Oct 19th '23.URL: https://press.zf.com/press/en/releases/release_62785.htmlDate: 18/10/2023Type: Partners WithEvent: Trane Technologies plc partnered with ZF on Oct 18th '23.URL: https://logisticsvoices.co.uk/2023/10/thermo-king-to-offer-advanced-trailer-connectivity-solution-enabled-by-zf-technology/Date: 08/10/2023Type: Receives AwardEvent: ZF received award finalist for the Technology Innovation Award on Sep 9th '23.URL: https://press.zf.com/press/en/releases/release_62338.htmlDate: 08/10/2023Type: LaunchesEvent: ZF launches AxTrax 2 electric low-floor axle for city buses generation.URL: https://press.zf.com/press/en/releases/release_62339.htmlDate: 08/10/2023Type: Partners WithEvent: ZF partners with Oceaneering International Inc..URL: https://www.greencarcongress.com/2023/10/20231010-zf.html,Excellent,5
bechtel.com,Construction,1,50000,"Type: *** Discover Insider ***Event: Chief Financial Officer of Bechtel, is interested in 2021 Modern Backup Buyers' Guide - whitepaper_en in United States.",Booster activated,0
biomerieux.com,Manufacturing,1,13800,"Type: *** Discover Insider ***Event: Director For Digital Transformation Communications Industrial Microbiology Asia Pacific of Biomerieux told us they were looking into 'Network issues within the next 7-9 months.Date: 20/10/2023Type: Partners WithEvent: bioMérieux Inc. partners with White Labs, Inc..URL: https://www.brewbound.com/news/supplier-news/biomerieux-partners-with-yeast-supplier-white-labs-to-develop-gene-up-brewpro/Date: 20/10/2023Type: LaunchesEvent: bioMérieux Inc. launched GENE-UP BREWPRO Yeast Slurry on Oct 24th '23.URL: https://www.craftbrewingbusiness.com/ingredients-supplies/white-labs-biomerieux-develop-quality-control-test-kit-for-yeast-slurry/Date: 17/10/2023Type: Partners WithEvent: bioMérieux Inc. partnered with Interscience on Mar 27th '23.URL: https://www.coherentmarketinsights.com/press-release/south-east-asia-and-south-asia-industrial-microbiology-market-3671Date: 17/10/2023Type: Is DevelopingEvent: bioMérieux Inc. is developing 3P STATION on Mar 27th '23.URL: https://www.coherentmarketinsights.com/press-release/south-east-asia-and-south-asia-industrial-microbiology-market-3671Date: 07/08/2023Type: Partners WithEvent: Oxford Nanopore Technologies Ltd partnered with bioMérieux Inc. on Apr 1st '23.URL: https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LjM2MGR4LmNvbS9yZWd1bGF0b3J5LW5ld3MtZmRhLWFwcHJvdmFscy9sYWJjb3JwLWdldHMtZXVhLWF1dG9tYXRlZC1uYW5vcG9yZS1zZXF1ZW5jaW5nLWJhc2VkLWNvdmlkLXRlc3TSAQA?oc=5",Good,5
axalta.com,Manufacturing,1,12000,"Type: *** Discover Insider ***Event: Vice President And Chief Information Digital Officer of Axalta, is interested in Economic Impact:  Cloud Data Management - whitepaper_en in United States.Date: 02/11/2023Type: AcquiresEvent: Axalta Coating Systems, LLC acquires Andrekoch.URL: https://collisionweek.com/2023/11/02/axalta-reports-net-sales-5-7-third-quarter-compared-last-year/?utm_source=rss&utm_medium=rss&utm_campaign=axalta-reports-net-sales-5-7-third-quarter-compared-last-yearDate: 03/10/2023Type: LaunchesEvent: Axalta Coating Systems, LLC launches Wood Vibes: Lifestyles Trend Report.URL: https://www.investorsobserver.com/news/qm-pr/5069766194904439Date: 24/09/2023Type: Receives FinancingEvent: Axalta Coating Systems, LLC receives financing of $215K in investment.URL: https://www.marketbeat.com/instant-alerts/nyse-axta-sec-filing-2023-09-25/Date: 24/09/2023Type: Invests IntoEvent: Guyasuta Investment Advisors, Inc. invests into Axalta Coating Systems, LLC $215K.URL: https://www.marketbeat.com/instant-alerts/nyse-axta-sec-filing-2023-09-25/Date: 24/09/2023Type: LaunchesEvent: Axalta Coating Systems, LLC launched Cromac XP on Jan 1st '21.URL: https://www.databridgemarketresearch.com/news/latin-america-acrylic-resin-dispersion-based-primers-in-construction-market",Booster activated,5
upmc.com,Hospitals & Physicians Clinics,1,95000,"Type: *** Discover Insider ***Event: Senior Director IT of Upmc, is interested in Next-Gen Hyper-Convergence Meets Next-Gen Data Protection - whitepaper in United States.Date: 04/11/2023Type: HiresEvent: UPMC Hamot hires Daniel Schuler.URL: https://www.northcentralpa.com/life/upmc-welcomes-new-primary-care-providers-to-pine-street-office/article_0e725774-792c-11ee-8128-777733446bb7.htmlDate: 04/11/2023Type: HiresEvent: UPMC Hamot hires Michael Su.URL: https://www.northcentralpa.com/life/upmc-welcomes-new-primary-care-providers-to-pine-street-office/article_0e725774-792c-11ee-8128-777733446bb7.htmlDate: 11/10/2023Type: Recognized AsEvent: UPMC Hamot recognized as one of the nation's ""Digital Health Most Wired"" health systems.URL: https://www.upmc.com/media/news/101223-chime-most-wiredDate: 10/10/2023Type: HiresEvent: UPMC Hamot hires Jesse Torbert.URL: https://www.northcentralpa.com/life/upmc-williamsport-welcomes-new-orthopaedic-trauma-surgeon/article_4948ac74-672d-11ee-8d4b-ab1ecb91aaa2.htmlDate: 07/10/2023Type: Retires FromEvent: Mary Ann retires from UPMC Hamot.URL: https://www.wkbn.com/my-valley-tributes/j-bradley-mcgonigle-funeral-home/mary-ann-musial-jefferson-township-pa/",Excellent,5
berryglobal.com,Manufacturing,1,46000,"Date: 03/11/2023Type: launchesEvent: Berry Global Inc. launches refill version of Exclusive stick offering.URL: https://packagingscotland.com/2023/11/berry-launches-refill-version-of-exclusive-stick-offering/Date: 25/10/2023Type: LaunchesEvent: Berry Global Inc. launches lightweight tube closure solution.URL: https://polymerupdate.com/PressRelease/Details/30086Date: 18/10/2023Type: Partners WithEvent: Berry Global Inc. partnered with InfinyCup on Oct 25th '23.URL: https://www.berryglobal.com/en/news/articles/berrys-supercup-takes-reusable-role-at-rugby-world-cupDate: 16/10/2023Type: HiresEvent: Berry Global Inc. hires Rhauan Young as Business Director - Wipes, EMEIA.URL: https://www.nonwovens-industry.com/contents/view_breaking-news/2023-10-17/chicopee-celebrates-200th-anniversary/Date: 12/10/2023Type: LaunchesEvent: Berry Global Inc. launches range of upmarket reusable plastic cups for the foodservice industry.URL: https://www.berryglobal.com/en/news/articles/berry-launches-range-of-premium-quality-reusable-cups",Good,5
