Domains,Industry,Event Count,Discover - Overall Score
lumc.nl,Health Care,0,Good
crosig.hr,Legal Services,0,Good
lansforsakringar.se,Legal Services,0,Good
atlascopco.com,Manufacturing,5,Good
wintersteiger.com,Manufacturing,0,Excellent
plassertheurer.com,Manufacturing,0,Excellent
flex.com,Manufacturing,2,Booster activated
raycap.com,Manufacturing,0,Excellent
schreder.com,Manufacturing,0,Excellent
amat.com,Manufacturing,0,Good
schneider-electric.com,Manufacturing,0,Good
rosenbauer.com,Manufacturing,0,Excellent
fronius.com,Manufacturing,0,Good
efore.com,Manufacturing,0,Excellent
tokic.hr,Manufacturing,0,Good
blum.com,Manufacturing,0,Good
leaseplan.com,Manufacturing,4,Excellent
at.redbullmediahouse.com,Marketing,0,Good
egmont.com,Marketing,0,Excellent
svt.se,Marketing,1,Excellent
coop.dk,Other,0,Excellent
boehringer-ingelheim.com,Other,5,Excellent
merckgroup.com,Other,5,Excellent
jarvenpaa.fi,Other,0,Good
kau.se,Other,0,Good
rivm.nl,Other,2,Good
vlisco.com,Other,0,Excellent
teufelberger.com,Other,0,Excellent
sintef.no,Other,3,Excellent
facilicom.nl,Other,0,Good
mindef.nl,Other,0,Good
signa.at,Other,2,Good
randstad.se,Other,0,Excellent
novonordisk.com,Other,5,Excellent
hydro.com,Other,5,Excellent
apoteket.se,Other,0,Good
oriola.com,Other,0,Good
unilin.com,Other,0,Good
polytec-group.com,Other,0,Good
sectoralarm.com,Other,0,Excellent
euronav.com,Other,0,Good
chimneygroup.com,Other,0,Good
acerta.be,Other,0,Good
skyboxsecurity.com,Other,0,Excellent
pliva.com,Other,0,Good
sas.com,Other,2,Booster activated
boliden.com,Other,5,Good
sligro.nl,Other,0,Good
borealisgroup.com,Other,0,Excellent
haberkorn.com,Other,0,Excellent
vanmarcke.com,Other,0,Good
swarovski.com,Retail,5,Good
rewe-group.at,Retail,0,Good
ccep.com,Retail,2,Good
inwido.com,Retail,0,Good
kbc.be,Retail,0,Good
cloetta.com,Retail,0,Excellent
silhouette.com,Retail,0,Good
kaufland.hr,Retail,0,Good
dometic.com,Retail,5,Good
zeb.be,Retail,0,Good
hitachivantara.com,Information Technology,5,Excellent
bisnode.com,Information Technology,0,Good
hexagon.com,Information Technology,5,Excellent
swedavia.se,Information Technology,0,Good
magicsoftware.com,Information Technology,0,Good
ge.com,Information Technology,5,Excellent
etraveligroup.com,Information Technology,0,Good
cinia.fi,Information Technology,0,Good
nixu.com,Information Technology,0,Good
quinyx.com,Information Technology,3,Good
pagero.com,Information Technology,0,Good
benify.com,Information Technology,0,Good
visma.com,Information Technology,5,Excellent
tietoevry.com,Information Technology,5,Excellent
bankdata.com,Information Technology,0,Good
telenor.com,Information Technology,2,Excellent
teliacompany.com,Information Technology,2,Excellent
vodafoneziggo.com,Information Technology,0,Good
ceragon.com,Information Technology,0,Good
cellcom.co.il,Information Technology,0,Good
tele2.com,Information Technology,0,Excellent
elisa.fi,Information Technology,1,Good
vivacom.bg,Information Technology,0,Good
qvantel.com,Information Technology,0,Excellent
cevalogistics.com,Information Technology,5,Excellent
elopak.com,Information Technology,2,Excellent
vattenfall.com,Other,5,Good
scalefocus.com,Other,0,Excellent
waternet.nl,Other,0,Good
upm.com,Food and Beverage,5,Good
storaenso.com,Food and Beverage,4,Booster activated
mm-karton.com,Food and Beverage,0,Excellent
alpha.gr,Finance,0,Good
fibank.bg,Finance,0,Good
unionbank.al,Finance,0,Good
boi.org.il,Finance,2,Good
bankhapoalim.co.il,Finance,0,Good
ajib.com,Finance,0,Good
lombardmalta.com,Finance,0,Good
fimbank.com,Finance,0,Good
agilent.com,Health Care,5,Booster activated
teijinaramid.com,Chemicals,0,Good
byggmax.se,Engineering,0,Good
beijerbygg.se,Engineering,0,Good
assaabloy.com,Engineering,5,Excellent
strabag.com,Engineering,0,Excellent
equinor.com,Energy,5,Excellent
bwoffshore.com,Energy,0,Good
kongsberg.com,Engineering,5,Excellent
vanoord.com,Engineering,0,Excellent
opap.gr,Entertainment,0,Good
danskebank.com,Finance,5,Excellent
nnhellas.gr,Finance,0,Good
exness.com,Finance,0,Good
paysafe.com,Finance,5,Booster activated
mollie.com,Finance,5,Excellent
avanza.se,Finance,0,Good
yahav.co.il,Finance,0,Good
tradinorganic.com,Finance,0,Good
binck.nl,Finance,0,Good
qliro.com,Finance,0,Good
rba.hr,Finance,0,Good
mowi.com,Food and Beverage,2,Excellent
gelita.com,Food and Beverage,2,Excellent
jti.com,Food and Beverage,4,Good
villach.at,Government,0,Good
ecdc.europa.eu,Government,0,Good
stmk.gv.at,Government,0,Good
nijmegen.nl,Government,0,Good
ema.europa.eu,Government,0,Good
stortinget.no,Government,0,Good
vamed.com,Health Care,0,Excellent
diaverum.com,Health Care,0,Excellent
actic.se,Health Care,0,Good
merem.nl,Health Care,0,Good
regionblekinge.se,Health Care,0,Good
vgregion.se,Health Care,0,Good
ghz.nl,Health Care,0,Good
sanquin.nl,Health Care,0,Good
franciscus.nl,Health Care,0,Good
humana.se,Health Care,0,Excellent
regionostergotland.se,Health Care,0,Good
mumc.nl,Health Care,0,Good
sykehuspartner.no,Health Care,0,Excellent
atradius.com,Legal Services,0,Excellent
folksam.se,Legal Services,0,Good
clalbit.co.il,Legal Services,0,Good
ilmarinen.fi,Legal Services,0,Excellent
neles.com,Manufacturing,1,Good
cargotec.com,Manufacturing,5,Excellent
wartsila.com,Manufacturing,5,Excellent
ats.net,Manufacturing,5,Excellent
konecranes.com,Manufacturing,5,Excellent
magna.com,Manufacturing,5,Booster activated
besi.com,Manufacturing,0,Good
hep.hr,Manufacturing,0,Good
autoliv.com,Manufacturing,5,Booster activated
volvocars.com,Manufacturing,5,Excellent
enics.com,Manufacturing,0,Good
orbotech.com,Manufacturing,1,Good
fischersports.com,Manufacturing,0,Excellent
msxi.com,Manufacturing,0,Excellent
miba.com,Manufacturing,0,Excellent
mtv.fi,Marketing,0,Good
schibsted.com,Marketing,5,Excellent
tatasteel.com,Other,0,Good
colliers.com,Other,5,Excellent
posten.no,Other,0,Excellent
rhimagnesita.com,Other,0,Excellent
its.jnj.com,Other,0,Good
agfa.com,Other,5,Excellent
finavia.fi,Other,3,Excellent
werkenbijdefensie.nl,Other,0,Good
bekaert.com,Other,5,Excellent
voestalpine.com,Other,1,Excellent
adp.com,Other,5,Good
metro.ro,Other,0,Good
dk.issworld.com,Other,0,Good
statkraft.com,Other,4,Excellent
clearchannel.se,Other,0,Good
kramp.com,Other,0,Good
brusselsairlines.com,Other,0,Good
metsa.fi,Other,0,Good
orsted.com,Other,5,Excellent
austrian.com,Other,2,Good
molnlycke.com,Other,0,Excellent
tvh.com,Other,0,Excellent
eniro.com,Other,0,Good
checkmarx.com,Other,0,Good
elektroskandia.se,Other,0,Good
orkla.no,Retail,0,Good
electrolux.com,Retail,5,Good
ijsvogelretail.nl,Retail,0,Good
iduna.se,Retail,0,Good
lidl.com,Retail,0,Good
kesko.fi,Retail,0,Good
kappahl.com,Retail,0,Good
tokmanni.fi,Retail,0,Good
at.ibm.com,Information Technology,0,Good
digia.com,Information Technology,0,Good
f-secure.com,Information Technology,3,Excellent
cognyte.com,Information Technology,0,Good
unit4.com,Information Technology,5,Excellent
tek-experts.com,Information Technology,0,Good
softwareag.com,Information Technology,4,Excellent
m-brain.fi,Information Technology,0,Good
abax.no,Information Technology,0,Good
3stepit.com,Information Technology,0,Good
cygate.se,Information Technology,0,Good
iar.com,Information Technology,0,Good
qmatic.com,Information Technology,3,Excellent
atea.dk,Information Technology,0,Excellent
playtech.com,Information Technology,5,Excellent
nice.com,Information Technology,5,Excellent
solita.fi,Information Technology,4,Excellent
jfrog.com,Information Technology,5,Excellent
scalefocus.com,Information Technology,0,Excellent
enghousenetworks.com,Information Technology,0,Good
albtelecom.al,Information Technology,0,Good
digi.ro,Information Technology,0,Good
icomera.com,Information Technology,0,Good
tdc-group.com,Information Technology,0,Good
rpc-superfos.com,Information Technology,0,Good
post.at,Information Technology,0,Excellent
dfds.com,Information Technology,0,Excellent
furla.com,Retail,1,Excellent
luxottica.com,Retail,3,Excellent
miroglio.com,Retail,0,Good
benetton.it,Retail,0,Good
bancaditalia.it,Finance,0,Good
unibz.it,Education,0,Good
unibo.it,Education,3,Good
eni.com,Energy,5,Excellent
permasteelisagroup.com,Engineering,0,Excellent
fineco.it,Finance,0,Good
illy.com,Food and Beverage,0,Good
drschaer.com,Food and Beverage,0,Good
comune.milano.it,Government,0,Good
regione.sardegna.it,Government,0,Good
amplifon.com,Health Care,0,Good
unicampus.it,Health Care,0,Good
korian.it,Health Care,0,Good
hsr.it,Health Care,0,Good
unipol.it,Legal Services,2,Excellent
cattolicaassicurazioni.it,Legal Services,0,Good
italdesign.it,Manufacturing,0,Good
prysmiangroup.com,Manufacturing,5,Booster activated
ferrari.com,Manufacturing,5,Good
carraro.com,Manufacturing,0,Good
3f-filippi.it,Manufacturing,0,Good
absacciai.it,Other,0,Good
leonardocompany.com,Other,0,Excellent
metro.it,Other,0,Good
conad.it,Retail,3,Good
artsana.com,Retail,0,Good
gruppopam.it,Retail,0,Good
finconsgroup.com,Information Technology,2,Excellent
sia.eu,Information Technology,1,Excellent
ingenico.com,Information Technology,5,Excellent
tisparkle.com,Information Technology,0,Good
bormioliluigi.it,Information Technology,0,Good
enel.com,Other,5,Excellent
terna.it,Other,0,Good
filippa-k.com,Retail,0,Good
rbinternational.com,Finance,0,Excellent
socgen.com,Finance,5,Good
sr-bank.no,Finance,0,Good
raiffeisen.lu,Finance,2,Good
chr-hansen.com,Health Care,3,Excellent
dlg.dk,Health Care,0,Excellent
danishagro.dk,Health Care,0,Excellent
valtris.com,Chemicals,1,Excellent
rockwool.com,Engineering,0,Good
wienerberger.com,Engineering,0,Excellent
multiconsult.no,Engineering,1,Excellent
viking-emea.com,Engineering,0,Good
yitgroup.com,Engineering,0,Excellent
etem.com,Engineering,0,Good
aalto.fi,Education,0,Excellent
gau.edu.tr,Education,0,Good
prosafe.com,Energy,2,Excellent
elenia.fi,Energy,0,Good
oshee.al,Energy,0,Good
pgs.com,Energy,0,Excellent
rovio.com,Entertainment,5,Excellent
ea.com,Entertainment,5,Booster activated
marginalen.se,Finance,0,Good
isracard.co.il,Finance,0,Good
nn.nl,Finance,0,Good
sbanken.no,Finance,0,Good
infrontfinance.com,Finance,0,Excellent
aldautomotive.com,Finance,2,Excellent
knab.nl,Finance,0,Good
tempo.co.il,Food and Beverage,0,Good
cermaq.com,Food and Beverage,1,Excellent
agrana.com,Food and Beverage,0,Good
lantmannen.com,Food and Beverage,0,Excellent
ssb.no,Government,0,Good
capio.com,Health Care,0,Good
unilabs.com,Health Care,0,Good
cwz.nl,Health Care,0,Good
oslo-universitetssykehus.no,Health Care,0,Excellent
kry.se,Health Care,0,Excellent
regionhalland.se,Health Care,0,Good
ptj.se,Health Care,0,Good
skandia.se,Legal Services,0,Good
baloise.be,Legal Services,0,Good
valmet.com,Manufacturing,5,Good
andritz.com,Manufacturing,5,Good
hoerbiger.com,Manufacturing,0,Excellent
meyn.com,Manufacturing,0,Excellent
hyperionmt.com,Manufacturing,0,Good
efd-induction.com,Manufacturing,0,Good
piab.com,Manufacturing,2,Excellent
swisssense.nl,Manufacturing,0,Good
jppol.dk,Marketing,0,Excellent
abnamroclearing.com,Other,0,Good
bcdtravel.com,Other,5,Excellent
wilhelmsen.com,Other,5,Excellent
voice.no,Other,0,Good
palmia.fi,Other,0,Good
energinet.dk,Other,5,Excellent
norled.no,Other,0,Excellent
fabory.com,Other,0,Good
baesystems.com,Other,5,Excellent
elbitsystems.com,Other,5,Good
novomatic.com,Other,0,Excellent
avinor.no,Other,3,Good
imisystems.com,Other,0,Good
ambu.com,Other,3,Excellent
obos.no,Other,0,Good
amag.at,Other,0,Good
vasakronan.se,Other,0,Good
vassallogroupmalta.com,Other,0,Good
gyldendal.dk,Other,0,Good
leo-pharma.com,Other,4,Excellent
flintgrp.com,Other,0,Good
rafael.co.il,Other,1,Good
cebeo.be,Other,0,Good
tfscro.com,Other,0,Excellent
ecp.co.il,Retail,0,Good
notoscom.gr,Retail,0,Good
kaufland.bg,Retail,0,Good
atlanticgrupa.com,Retail,0,Good
microfocus.com,Information Technology,5,Excellent
epic.com,Information Technology,0,Excellent
iver.se,Information Technology,0,Good
soprasteria.com,Information Technology,5,Excellent
valtech.com,Information Technology,0,Excellent
axis.com,Information Technology,4,Excellent
one1.co.il,Information Technology,0,Good
evry.com,Information Technology,0,Good
bynder.com,Information Technology,0,Excellent
nordcloud.com,Information Technology,0,Good
atea.com,Information Technology,0,Good
temenos.com,Information Technology,5,Excellent
riskified.com,Information Technology,5,Excellent
ewave.co.il,Information Technology,0,Good
a1telekom.at,Information Technology,0,Good
t-mobile.com,Information Technology,5,Good
delijn.be,Information Technology,2,Good
elanders.com,Information Technology,0,Good
vervaeke.com,Information Technology,0,Good
sofiyskavoda.bg,Other,0,Good
unicreditgroup.eu,Finance,5,Excellent
bnpparibas-am.com,Finance,0,Good
isab.com,Energy,0,Good
unigra.it,Food and Beverage,0,Excellent
pmi.com,Food and Beverage,5,Excellent
inail.it,Government,0,Good
humanitas.it,Health Care,0,Good
kosgroup.com,Health Care,0,Good
cnhind.com,Manufacturing,0,Good
denora.com,Manufacturing,0,Good
ikea.com,Retail,5,Excellent
posteitaliane.it,Information Technology,2,Good
dbschenker.com,Retail,0,Good
ing.nl,Finance,0,Excellent
ubb.bg,Finance,0,Good
insingergilissen.nl,Finance,0,Good
brd.ro,Finance,0,Good
ecolab.com,Chemicals,5,Excellent
nl.motipdupli.com,Chemicals,0,Good
ncc.se,Engineering,0,Good
lehto.fi,Engineering,0,Good
kemp-lauritzen.dk,Engineering,0,Excellent
bi.edu,Education,0,Good
mu-varna.bg,Education,0,Good
itcsyd.dk,Education,0,Good
pxl.be,Education,0,Good
elkjop.no,Energy,0,Good
akersolutions.com,Energy,5,Excellent
omv.com,Energy,0,Good
odfjelldrilling.com,Energy,2,Excellent
petrol.bg,Energy,0,Good
stedin.net,Energy,0,Good
tennet.eu,Energy,0,Excellent
kraftringen.se,Energy,0,Good
altusintervention.com,Energy,0,Excellent
movares.nl,Engineering,0,Good
globalblue.com,Finance,1,Good
storebrand.no,Finance,0,Good
santander.no,Finance,0,Good
intrum.com,Finance,4,Excellent
jdecoffee.com,Food and Beverage,0,Good
ldc.com,Food and Beverage,1,Excellent
cargill.com,Food and Beverage,5,Booster activated
vandemoortele.com,Food and Beverage,2,Excellent
enschede.nl,Government,0,Good
minezk.nl,Government,0,Good
hhnk.nl,Government,0,Good
omring.nl,Health Care,0,Good
nza.nl,Health Care,0,Good
pluryn.nl,Health Care,0,Good
lumc.com,Health Care,0,Good
regionvarmland.se,Health Care,0,Good
sus.no,Health Care,0,Good
haraldsplass.no,Health Care,0,Excellent
elkerliek.nl,Health Care,0,Good
nilfisk.com,Manufacturing,3,Excellent
avl.com,Manufacturing,0,Good
grundfos.com,Manufacturing,5,Excellent
plexus.com,Manufacturing,0,Excellent
mycronic.com,Manufacturing,3,Good
damen.com,Other,0,Good
darlingii.com,Other,5,Booster activated
eniro.se,Other,0,Good
airmalta.com,Other,0,Good
tevapharm.com,Other,5,Good
gknaerospace.com,Other,5,Excellent
webhelp.com,Other,5,Excellent
essent.nl,Other,0,Good
luxairgroup.lu,Other,0,Good
dahl.no,Other,0,Excellent
anteagroup.com,Other,0,Good
airx.aero,Other,0,Good
knmi.nl,Other,0,Good
fraport-bulgaria.com,Other,0,Good
oktal-pharma.hr,Other,0,Good
neste.com,Other,0,Good
technischeunie.nl,Other,0,Good
pfconcept.com,Other,0,Good
aia.gr,Other,0,Good
belupo.hr,Other,0,Good
itab.com,Retail,0,Good
infobip.com,Information Technology,5,Excellent
eg.dk,Information Technology,0,Good
bulpros.com,Information Technology,0,Good
smals.be,Information Technology,0,Good
combell.com,Information Technology,0,Good
omada.net,Information Technology,0,Good
confirmit.com,Information Technology,0,Excellent
monday.com,Information Technology,2,Excellent
libertyglobal.com,Information Technology,5,Booster activated
frequentis.com,Information Technology,0,Excellent
ids.al,Information Technology,0,Good
teracom.se,Information Technology,0,Good
alpla.com,Information Technology,1,Excellent
arcelormittal.com,Information Technology,5,Excellent
ret.nl,Information Technology,0,Excellent
nefab.com,Information Technology,3,Good
tgw-group.com,Information Technology,1,Excellent
ruter.no,Information Technology,0,Good
rwg.nl,Information Technology,0,Good
gw-world.com,Information Technology,0,Excellent
benettongroup.com,Retail,1,Good
intesasanpaolo.com,Finance,5,Excellent
credem.it,Finance,0,Good
kerakoll.com,Engineering,0,Good
unipd.it,Education,1,Good
vigilfuoco.it,Government,0,Good
maserati.com,Manufacturing,0,Good
marelli.com,Manufacturing,2,Excellent
mediaset.it,Marketing,0,Good
seamilano.eu,Other,0,Good
enav.it,Other,0,Good
loropiana.com,Retail,5,Excellent
gucci.com,Retail,5,Excellent
fila.it,Retail,0,Good
dedagroup.it,Information Technology,0,Good
fercam.com,Information Technology,0,Good
it.lactalis.com,Food and Beverage,0,Good
gruppocvg.it,Other,0,Good
findomestic.it,Finance,0,Good
bancamediolanum.it,Finance,0,Excellent
mzb-group.com,Food and Beverage,0,Good
todsgroup.com,Retail,1,Good
brt.it,Information Technology,0,Good
holmen.com,Food and Beverage,0,Excellent
pl.hanze.nl,Education,0,Good
okq8.se,Energy,1,Good
ilf.com,Engineering,0,Excellent
trustly.com,Finance,0,Good
stroeck.at,Food and Beverage,0,Good
parnassiagroep.nl,Health Care,0,Good
abena.dk,Health Care,0,Good
maxm.se,Legal Services,0,Good
nederman.com,Manufacturing,0,Good
pankl.com,Manufacturing,0,Excellent
hella.com,Manufacturing,3,Good
saabgroup.com,Other,1,Good
servier.com,Other,5,Excellent
rail.bombardier.com,Other,0,Good
sanoma.com,Other,2,Excellent
ah.nl,Retail,0,Good
lagardere-tr.com,Retail,4,Good
mega-image.ro,Retail,0,Good
mpreis.at,Retail,0,Good
atos.net,Information Technology,5,Booster activated
cisco.com,Information Technology,5,Booster activated
a1.bg,Information Technology,0,Good
gtt.net,Information Technology,1,Booster activated
idirect.net,Information Technology,2,Excellent
asfinag.at,Information Technology,0,Good
bov.com,Finance,0,Good
gasunie.nl,Energy,0,Good
icard.com,Finance,0,Good
bambora.com,Finance,0,Good
tkpinvestments.com,Finance,0,Good
vivium.nl,Health Care,0,Good
baloise.lu,Legal Services,1,Good
lmwindpower.com,Other,1,Good
nbim.no,Other,1,Excellent
orbico.com,Retail,0,Good
varonis.com,Information Technology,0,Good
atea.no,Information Technology,0,Good
fastweb.it,Information Technology,0,Good
